LSOA code,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)
E01014098,12251
E01014099,13447
E01014100,22197
E01014101,14467
E01014102,29566
E01014103,26267
E01014104,8269
E01014105,6330
E01014106,7957
E01014107,21296
E01014108,346
E01014109,11092
E01014110,747
E01014111,25459
E01014112,23917
E01014113,2211
E01014114,20184
E01014115,2582
E01014116,2767
E01014117,16841
E01014118,409
E01014119,16952
E01014120,2750
E01014121,11331
E01014122,12385
E01014123,24810
E01014124,2137
E01014125,3989
E01014126,7714
E01014127,3209
E01014128,12981
E01014129,9375
E01014130,23015
E01014131,23555
E01014132,31279
E01014133,16863
E01014134,27424
E01014135,18204
E01014136,12565
E01014137,22359
E01014138,11899
E01014139,6789
E01014140,6436
E01014141,13813
E01014142,1480
E01014143,6842
E01014144,4360
E01014145,7383
E01014146,21024
E01014147,22159
E01014148,21498
E01014149,10068
E01014150,20631
E01014151,5680
E01014152,6663
E01014153,9336
E01014154,12579
E01014155,9793
E01014156,10711
E01014157,22773
E01014158,13305
E01014159,6811
E01014160,19860
E01014161,10550
E01014162,2610
E01014163,980
E01014164,951
E01014165,2658
E01014166,8398
E01014167,24414
E01014168,30689
E01014169,12254
E01014170,28054
E01014171,17417
E01014172,29473
E01014173,17035
E01014174,30618
E01014175,16665
E01014176,26215
E01014177,29052
E01014178,17222
E01014179,23801
E01014180,16324
E01014181,32365
E01014182,32242
E01014183,29853
E01014184,16945
E01014185,3765
E01014186,15273
E01014187,11217
E01014188,24114
E01014189,19564
E01014190,30303
E01014191,11347
E01014192,9882
E01014193,4441
E01014194,8234
E01014195,22802
E01014196,5510
E01014197,1385
E01014198,541
E01014199,5203
E01014200,1058
E01014201,832
E01014202,22785
E01014203,24470
E01014204,21268
E01014205,21097
E01014206,12714
E01014207,16669
E01014208,4839
E01014209,12758
E01014210,2167
E01014211,1380
E01014212,1968
E01014213,2283
E01014214,24361
E01014215,18358
E01014216,19207
E01014217,1373
E01014218,1355
E01014219,12930
E01014220,940
E01014221,1957
E01014222,603
E01014223,674
E01014224,445
E01014225,17335
E01014226,4918
E01014228,18611
E01014229,2441
E01014230,5409
E01014231,2777
E01014233,15899
E01014234,3750
E01014235,5284
E01014236,7417
E01014237,1629
E01014238,1354
E01014239,13254
E01014240,8163
E01014241,4612
E01014242,2970
E01014243,12659
E01014244,967
E01014245,10162
E01014246,2501
E01014247,3460
E01014248,3449
E01014249,1048
E01014250,772
E01014251,1364
E01014252,5430
E01014253,12908
E01014254,814
E01014255,2591
E01014256,2362
E01014257,7976
E01014258,26441
E01014259,10754
E01014260,3153
E01014261,1016
E01014262,3372
E01014263,3232
E01014264,17272
E01014265,27170
E01014266,3132
E01014267,17010
E01014268,10114
E01014269,1591
E01014270,18365
E01014271,10994
E01014272,22900
E01014273,1007
E01014274,3851
E01014275,817
E01014276,6256
E01014277,9777
E01014278,4061
E01014279,4323
E01014280,14199
E01014281,5202
E01014282,7787
E01014283,8292
E01014284,12852
E01014285,7566
E01014286,1031
E01014287,447
E01014288,13022
E01014289,20452
E01014290,18518
E01014291,6831
E01014292,18742
E01014293,5011
E01014294,5620
E01014295,15530
E01014296,7555
E01014297,18217
E01014298,3814
E01014299,17958
E01014300,2489
E01014301,20427
E01014302,3072
E01014303,21347
E01014304,15068
E01014305,2372
E01014306,2542
E01014307,2369
E01014308,15144
E01014309,4035
E01014310,17990
E01014311,4042
E01014312,10219
E01014313,2831
E01014314,22659
E01014315,22813
E01014316,691
E01014317,960
E01014318,27416
E01014319,14748
E01014320,26114
E01014321,9811
E01014322,5714
E01014323,6726
E01014324,17079
E01014325,27313
E01014326,24075
E01014327,7565
E01014328,2165
E01014329,6062
E01014330,580
E01014331,2424
E01014332,14139
E01014333,17141
E01014334,8614
E01014335,16087
E01014336,1613
E01014337,3884
E01014338,16565
E01014339,4300
E01014340,5603
E01014341,8252
E01014342,3733
E01014343,13138
E01014344,7005
E01014345,3705
E01014346,24010
E01014347,27853
E01014348,26554
E01014349,27654
E01014350,29603
E01014351,17259
E01014352,29872
E01014353,11027
E01014354,1624
E01014355,6066
E01014356,5233
E01014357,6250
E01014358,1446
E01014359,5879
E01014360,17246
E01014361,1709
E01014362,21741
E01014363,17610
E01014364,8021
E01014365,14089
E01014366,1479
E01014367,953
E01014368,2444
E01014369,13048
E01014370,12188
E01014371,16329
E01014372,19305
E01014373,23644
E01014374,27670
E01014375,22770
E01014376,32269
E01014377,30918
E01014379,19296
E01014380,32636
E01014381,32511
E01014382,28239
E01014383,26882
E01014384,30916
E01014385,21955
E01014386,24815
E01014387,28318
E01014388,32497
E01014389,29674
E01014390,3758
E01014391,26359
E01014392,17767
E01014393,32656
E01014394,23077
E01014395,31480
E01014396,26401
E01014397,32768
E01014398,24832
E01014399,18853
E01014400,25118
E01014401,12117
E01014402,18396
E01014403,18364
E01014404,9638
E01014405,31930
E01014407,9836
E01014409,18201
E01014410,32506
E01014411,30867
E01014412,31817
E01014413,31003
E01014414,17804
E01014415,32604
E01014416,27788
E01014417,30880
E01014418,25502
E01014419,25898
E01014420,22496
E01014421,29959
E01014422,31159
E01014423,24284
E01014424,30929
E01014425,24869
E01014426,12047
E01014427,25880
E01014428,31452
E01014429,30814
E01014430,27960
E01014431,16051
E01014432,19118
E01014433,16272
E01014434,30206
E01014435,31764
E01014436,29433
E01014437,12016
E01014438,14778
E01014439,17055
E01014440,28479
E01014441,26434
E01014442,24837
E01014443,25887
E01014444,25215
E01014445,9106
E01014446,20141
E01014447,16539
E01014448,10098
E01014449,25490
E01014450,12365
E01014451,15177
E01014452,24946
E01014453,32115
E01014454,32555
E01014455,15206
E01014456,25357
E01014457,31101
E01014458,3278
E01014459,18715
E01014460,32180
E01014461,9117
E01014462,4576
E01014463,3120
E01014464,3774
E01014465,29295
E01014466,16412
E01014467,28411
E01014468,29581
E01014469,11976
E01014470,27412
E01014471,19636
E01014472,22355
E01014473,29622
E01014474,17849
E01014475,25042
E01014476,31182
E01014477,32001
E01014478,12295
E01014479,31271
E01014480,19081
E01014481,28870
E01014482,31537
E01014483,26007
E01014484,26970
E01014485,12992
E01014486,3573
E01014487,17138
E01014488,11617
E01014489,5787
E01014491,21380
E01014492,5144
E01014493,5986
E01014494,18309
E01014495,12862
E01014496,11235
E01014497,3871
E01014498,7473
E01014499,6363
E01014500,13997
E01014501,7041
E01014502,7668
E01014504,21462
E01014505,22238
E01014506,24197
E01014507,25753
E01014508,18629
E01014509,26948
E01014510,26251
E01014511,24538
E01014512,21945
E01014513,29628
E01014514,23611
E01014515,4064
E01014516,890
E01014517,2813
E01014518,14514
E01014519,9977
E01014520,19975
E01014521,10716
E01014522,4031
E01014523,9490
E01014524,16362
E01014525,22495
E01014526,4726
E01014527,11984
E01014528,21215
E01014529,6232
E01014530,16297
E01014531,18045
E01014532,15583
E01014533,16071
E01014534,14604
E01014535,20248
E01014536,3177
E01014537,14247
E01014538,22489
E01014539,21001
E01014540,12154
E01014542,18266
E01014544,28589
E01014545,27222
E01014546,25141
E01014547,28155
E01014548,15891
E01014549,15519
E01014550,27713
E01014551,20720
E01014552,27927
E01014553,27302
E01014554,24154
E01014555,18589
E01014556,27986
E01014557,25672
E01014558,18383
E01014559,26995
E01014560,25109
E01014561,25365
E01014562,22212
E01014563,18928
E01014564,9374
E01014565,6176
E01014566,8649
E01014567,10881
E01014568,4274
E01014569,8449
E01014570,11159
E01014571,9293
E01014572,8195
E01014573,13598
E01014574,3724
E01014575,5852
E01014576,12202
E01014577,22778
E01014578,5459
E01014579,6107
E01014580,379
E01014581,477
E01014582,1426
E01014583,573
E01014584,2625
E01014585,416
E01014586,10297
E01014587,11704
E01014588,8149
E01014589,979
E01014590,9254
E01014591,17176
E01014592,11699
E01014593,334
E01014594,359
E01014595,2108
E01014596,1470
E01014597,483
E01014598,22534
E01014599,20116
E01014600,7965
E01014601,7858
E01014602,4647
E01014603,10076
E01014605,1697
E01014607,11390
E01014608,3118
E01014609,6571
E01014610,3439
E01014611,21270
E01014612,9132
E01014613,15211
E01014614,16919
E01014615,31994
E01014616,29738
E01014617,30147
E01014618,31777
E01014619,28213
E01014620,30412
E01014621,24190
E01014622,10326
E01014623,11989
E01014624,6982
E01014626,6515
E01014627,13524
E01014629,4638
E01014630,6276
E01014631,16300
E01014632,11439
E01014633,14739
E01014634,23040
E01014635,20291
E01014636,4934
E01014637,23494
E01014638,1587
E01014639,1445
E01014640,3934
E01014641,16327
E01014642,17299
E01014643,4593
E01014644,9056
E01014645,11053
E01014646,9416
E01014647,2467
E01014648,21206
E01014649,22285
E01014650,10224
E01014651,22686
E01014653,743
E01014654,1881
E01014655,2334
E01014658,1634
E01014659,6246
E01014660,4499
E01014661,6222
E01014662,12497
E01014663,3249
E01014664,6979
E01014665,13351
E01014666,30477
E01014667,30062
E01014668,27824
E01014669,26645
E01014670,21086
E01014671,16268
E01014672,24618
E01014673,8667
E01014674,8933
E01014675,13783
E01014676,11238
E01014677,19709
E01014678,13932
E01014679,16600
E01014680,19981
E01014681,11208
E01014682,7789
E01014683,6245
E01014684,7821
E01014685,4560
E01014686,10698
E01014687,8389
E01014688,2480
E01014689,613
E01014690,7419
E01014691,5368
E01014692,4677
E01014693,23312
E01014694,4996
E01014695,8839
E01014696,26803
E01014698,22763
E01014699,10787
E01014700,25217
E01014701,19457
E01014702,20740
E01014703,2246
E01014704,11746
E01014705,23920
E01014706,2676
E01014707,14910
E01014708,15316
E01014709,22851
E01014710,29847
E01014711,30805
E01014712,22463
E01014713,30769
E01014714,30599
E01014715,31914
E01014716,31522
E01014717,31704
E01014718,30787
E01014719,26487
E01014720,14010
E01014721,24058
E01014722,22322
E01014723,23169
E01014725,27319
E01014726,91
E01014727,226
E01014729,2892
E01014730,8845
E01014731,11426
E01014732,16246
E01014733,18856
E01014734,20081
E01014735,20265
E01014736,9837
E01014737,32773
E01014738,27044
E01014739,25523
E01014740,23057
E01014741,27133
E01014742,32672
E01014744,20039
E01014745,24539
E01014746,12966
E01014747,24285
E01014748,28487
E01014749,31684
E01014750,19067
E01014751,15437
E01014752,28890
E01014753,14293
E01014754,26176
E01014755,27199
E01014756,20504
E01014757,27863
E01014758,26010
E01014759,32501
E01014760,22806
E01014761,29882
E01014762,29114
E01014763,22434
E01014764,19633
E01014765,26336
E01014766,24858
E01014767,32306
E01014769,19039
E01014770,21875
E01014771,25316
E01014772,18857
E01014773,23422
E01014774,10808
E01014775,31417
E01014776,32076
E01014777,29776
E01014778,32531
E01014779,27099
E01014780,18838
E01014781,16523
E01014782,30507
E01014783,20347
E01014784,27667
E01014785,29037
E01014786,12371
E01014787,27410
E01014789,29352
E01014790,29701
E01014792,29374
E01014793,30524
E01014794,27482
E01014795,14677
E01014796,27474
E01014797,25737
E01014798,32339
E01014799,3493
E01014800,545
E01014801,1069
E01014802,4656
E01014803,22490
E01014804,15641
E01014805,22340
E01014806,4317
E01014807,7147
E01014808,22787
E01014809,7498
E01014810,6019
E01014811,8545
E01014812,18007
E01014813,17895
E01014815,9463
E01014816,26526
E01014817,22757
E01014818,30999
E01014819,25617
E01014820,11904
E01014821,25155
E01014822,31922
E01014823,30015
E01014824,24160
E01014825,26345
E01014826,24107
E01014827,8817
E01014828,3307
E01014829,1748
E01014830,8083
E01014831,156
E01014832,353
E01014833,1030
E01014834,2548
E01014835,6799
E01014836,13441
E01014838,21430
E01014839,19793
E01014840,12846
E01014841,7155
E01014842,3921
E01014843,13733
E01014844,1813
E01014845,21740
E01014846,18600
E01014847,23212
E01014848,19217
E01014849,29643
E01014850,29893
E01014851,27585
E01014852,24658
E01014853,31110
E01014854,24535
E01014855,31186
E01014856,21679
E01014857,24937
E01014858,21350
E01014859,29220
E01014860,19900
E01014861,14305
E01014862,26425
E01014863,25488
E01014864,21849
E01014865,19576
E01014866,30590
E01014867,24585
E01014868,20926
E01014869,32517
E01014870,17642
E01014871,26723
E01014872,27111
E01014873,32325
E01014874,30767
E01014875,30646
E01014876,30366
E01014877,32504
E01014878,32711
E01014879,32408
E01014880,31725
E01014881,31469
E01014882,20220
E01014883,31634
E01014884,19491
E01014885,32111
E01014886,16277
E01014887,31449
E01014888,30023
E01014889,29152
E01014890,22313
E01014891,12691
E01014892,13660
E01014893,20972
E01014894,23762
E01014895,23870
E01014896,25370
E01014897,32142
E01014898,26811
E01014899,27455
E01014900,20207
E01014901,31788
E01014902,32422
E01014903,29816
E01014904,12612
E01014905,27396
E01014906,12286
E01014907,22548
E01014908,27740
E01014909,21034
E01014910,22095
E01014911,31255
E01014912,32562
E01014913,32086
E01014914,18793
E01014915,15565
E01014916,20551
E01014917,19828
E01014918,26211
E01014919,29899
E01014920,27983
E01014921,21938
E01014922,22539
E01014923,14513
E01014924,12351
E01014925,13515
E01014926,6347
E01014927,14694
E01014928,12283
E01014929,19035
E01014930,30897
E01014931,26701
E01014932,30166
E01014933,29003
E01014934,32550
E01014935,29917
E01014936,21363
E01014937,30780
E01014938,26172
E01014939,19029
E01014940,30214
E01014941,8030
E01014942,9739
E01014943,27573
E01014944,31915
E01014945,19729
E01014946,12695
E01014947,20719
E01014948,8636
E01014949,15090
E01014950,19933
E01014951,8655
E01014952,15865
E01014953,24277
E01014954,23288
E01014955,26933
E01014956,24217
E01014957,24641
E01014958,11501
E01014959,21825
E01014960,17226
E01014961,12233
E01014962,20787
E01014963,29820
E01014964,31079
E01014965,30290
E01014966,31632
E01014967,31982
E01014968,10870
E01014969,32005
E01014972,24052
E01014973,13795
E01014974,23377
E01014975,20744
E01014976,8657
E01014977,4858
E01014978,28535
E01014979,32210
E01014980,32087
E01014981,26260
E01014982,23757
E01014983,12285
E01014984,19062
E01014985,31546
E01014986,18181
E01014987,32054
E01014988,32419
E01014989,17303
E01014990,32461
E01014991,11707
E01014992,30922
E01014993,26822
E01014994,15881
E01014995,31436
E01014996,24371
E01014998,27647
E01014999,30827
E01015000,13532
E01015001,31399
E01015002,19488
E01015003,24128
E01015004,17705
E01015005,17113
E01015006,15909
E01015007,11180
E01015008,18936
E01015009,19953
E01015010,22098
E01015011,12220
E01015012,21922
E01015013,21690
E01015014,30232
E01015015,26861
E01015016,30602
E01015017,21059
E01015018,26620
E01015019,17026
E01015020,12322
E01015021,31824
E01015022,22774
E01015023,3025
E01015024,12627
E01015025,28304
E01015026,3064
E01015027,18462
E01015028,2063
E01015029,13224
E01015030,2190
E01015031,12003
E01015032,7337
E01015033,27321
E01015034,25044
E01015035,22499
E01015036,25554
E01015037,12391
E01015038,24499
E01015039,15850
E01015040,2142
E01015041,6928
E01015042,10854
E01015043,1196
E01015044,3211
E01015045,2657
E01015046,448
E01015047,2529
E01015048,2847
E01015049,15992
E01015050,11586
E01015051,14870
E01015052,7643
E01015053,5121
E01015054,12840
E01015055,3640
E01015056,9261
E01015057,2491
E01015058,3145
E01015059,10581
E01015060,6891
E01015061,7865
E01015062,11922
E01015063,7259
E01015064,25995
E01015065,17468
E01015066,19417
E01015067,24000
E01015068,22105
E01015069,9316
E01015070,14155
E01015071,11846
E01015072,4047
E01015073,5323
E01015074,4167
E01015075,4251
E01015076,13822
E01015077,12551
E01015078,1070
E01015079,15722
E01015080,1590
E01015081,5407
E01015082,4257
E01015083,2077
E01015084,8751
E01015085,7883
E01015086,2712
E01015087,2656
E01015088,1955
E01015089,9252
E01015090,24039
E01015091,16370
E01015092,13508
E01015093,8688
E01015094,8646
E01015095,9503
E01015096,7282
E01015097,23700
E01015098,24268
E01015099,18454
E01015100,19897
E01015101,28553
E01015102,19019
E01015103,19730
E01015104,24458
E01015105,26831
E01015106,19252
E01015107,19848
E01015108,27136
E01015109,21659
E01015110,27975
E01015111,24087
E01015112,21317
E01015113,26574
E01015114,25119
E01015115,7444
E01015116,22941
E01015117,21032
E01015118,25407
E01015119,25498
E01015120,23868
E01015121,28116
E01015122,23593
E01015123,17366
E01015124,26098
E01015125,23360
E01015126,28526
E01015127,17923
E01015128,23612
E01015129,13023
E01015130,29234
E01015131,31190
E01015132,17075
E01015133,27920
E01015134,24541
E01015135,11559
E01015136,22279
E01015137,22871
E01015138,19736
E01015139,16438
E01015140,26455
E01015141,25625
E01015142,10054
E01015143,7918
E01015144,2943
E01015145,1049
E01015146,3208
E01015147,11978
E01015148,9308
E01015149,1379
E01015150,8265
E01015151,1384
E01015152,1229
E01015153,321
E01015155,163
E01015156,5247
E01015157,6238
E01015158,5320
E01015159,7839
E01015160,30460
E01015161,7989
E01015162,6557
E01015163,11823
E01015164,13032
E01015165,22338
E01015166,6711
E01015167,8723
E01015168,6381
E01015169,10426
E01015170,4746
E01015171,5576
E01015172,8192
E01015173,10966
E01015174,16869
E01015175,10768
E01015176,4932
E01015177,12027
E01015178,10951
E01015179,12813
E01015180,2315
E01015181,4620
E01015182,4502
E01015183,11034
E01015184,19257
E01015185,11161
E01015186,4667
E01015187,20676
E01015188,15849
E01015189,9051
E01015190,6640
E01015191,17574
E01015192,6574
E01015193,8794
E01015194,6414
E01015195,8882
E01015196,1075
E01015197,27353
E01015198,22217
E01015199,26577
E01015200,17927
E01015201,18678
E01015202,16987
E01015203,21635
E01015204,8386
E01015205,14765
E01015206,7695
E01015207,15246
E01015208,30108
E01015209,9751
E01015210,5885
E01015211,22071
E01015212,7587
E01015213,12830
E01015214,2457
E01015215,13440
E01015216,5665
E01015217,736
E01015218,6743
E01015219,8280
E01015220,17447
E01015221,11816
E01015222,21224
E01015223,22894
E01015224,18450
E01015225,16745
E01015226,20933
E01015227,25465
E01015228,6773
E01015229,8910
E01015230,23105
E01015231,198
E01015232,2210
E01015233,2532
E01015234,6356
E01015235,9148
E01015236,11715
E01015237,14857
E01015238,10152
E01015239,5045
E01015240,6657
E01015241,10261
E01015242,6458
E01015243,16900
E01015244,17185
E01015245,8262
E01015246,19171
E01015247,11651
E01015248,5974
E01015249,8114
E01015250,19610
E01015251,24494
E01015252,14862
E01015253,20560
E01015254,19720
E01015255,714
E01015256,590
E01015257,1026
E01015258,12137
E01015259,6297
E01015260,1360
E01015261,2972
E01015262,5643
E01015263,1839
E01015264,20458
E01015265,10655
E01015266,1442
E01015267,1702
E01015268,9868
E01015269,12122
E01015270,7146
E01015271,25509
E01015272,23287
E01015273,6147
E01015274,14905
E01015275,12847
E01015276,10587
E01015277,6314
E01015279,3033
E01015280,4568
E01015281,1528
E01015282,528
E01015283,10940
E01015285,12504
E01015286,17355
E01015287,11120
E01015288,3256
E01015289,8573
E01015290,5392
E01015291,16452
E01015292,8058
E01015293,6565
E01015294,8189
E01015295,31892
E01015296,15496
E01015297,25105
E01015298,24698
E01015299,26859
E01015300,27131
E01015301,14657
E01015302,11803
E01015303,10427
E01015304,3497
E01015305,6513
E01015306,6701
E01015307,2322
E01015308,8299
E01015309,2462
E01015310,6682
E01015311,22836
E01015312,2320
E01015313,4424
E01015314,24235
E01015315,31921
E01015316,27453
E01015317,15473
E01015318,18601
E01015319,23924
E01015320,25059
E01015321,10433
E01015322,26728
E01015323,27934
E01015324,19999
E01015325,28104
E01015326,11967
E01015327,12978
E01015328,10291
E01015329,13983
E01015330,19752
E01015331,16386
E01015332,23753
E01015333,23386
E01015334,14344
E01015335,24388
E01015336,17352
E01015337,19516
E01015338,2993
E01015339,12378
E01015340,20784
E01015341,4301
E01015342,30686
E01015343,12033
E01015344,23636
E01015345,12130
E01015346,12994
E01015348,22558
E01015349,17679
E01015350,27189
E01015351,25913
E01015352,21029
E01015353,17513
E01015354,20571
E01015355,18073
E01015356,24314
E01015357,8064
E01015358,15016
E01015359,8445
E01015360,28191
E01015361,17118
E01015362,6371
E01015363,17601
E01015364,26726
E01015365,13860
E01015366,16795
E01015367,6331
E01015368,22065
E01015369,19638
E01015370,22895
E01015371,10396
E01015372,13567
E01015373,18427
E01015374,11839
E01015375,13151
E01015376,20609
E01015377,16000
E01015378,25138
E01015379,4798
E01015380,16320
E01015381,7272
E01015382,12123
E01015383,18650
E01015384,2697
E01015385,9064
E01015386,9710
E01015387,20483
E01015388,27812
E01015389,23914
E01015390,12001
E01015391,21285
E01015392,19481
E01015393,15483
E01015394,24461
E01015395,27060
E01015396,31723
E01015397,31622
E01015398,32133
E01015399,32547
E01015400,32620
E01015401,31927
E01015402,16557
E01015403,27010
E01015404,30965
E01015405,29125
E01015406,26773
E01015407,22914
E01015408,19438
E01015409,10213
E01015410,16820
E01015411,24276
E01015412,28390
E01015413,19917
E01015414,20155
E01015415,6851
E01015416,23510
E01015417,15524
E01015418,21197
E01015419,27300
E01015420,10982
E01015421,15661
E01015422,24240
E01015423,12045
E01015424,21809
E01015425,20242
E01015426,7548
E01015427,15147
E01015428,21075
E01015429,7415
E01015430,4235
E01015431,29326
E01015432,27692
E01015433,30080
E01015434,30329
E01015435,15937
E01015436,21479
E01015437,28503
E01015438,20737
E01015439,9437
E01015440,18622
E01015441,13176
E01015442,7712
E01015443,9874
E01015444,14170
E01015445,29395
E01015446,20179
E01015447,26219
E01015448,22799
E01015449,9196
E01015450,21387
E01015451,27227
E01015452,30438
E01015453,25978
E01015454,20568
E01015455,32379
E01015456,13635
E01015457,22195
E01015458,30986
E01015459,31884
E01015460,19140
E01015461,15261
E01015462,19863
E01015463,28400
E01015464,31038
E01015465,10853
E01015466,22274
E01015468,18574
E01015471,30254
E01015472,22112
E01015473,24169
E01015474,20553
E01015475,14981
E01015476,5871
E01015477,9577
E01015478,18587
E01015479,13827
E01015480,15073
E01015481,24491
E01015482,25664
E01015483,27522
E01015484,23136
E01015485,27428
E01015486,21216
E01015487,20399
E01015488,8145
E01015489,18983
E01015490,20004
E01015491,7073
E01015492,10085
E01015493,21631
E01015494,13458
E01015496,19453
E01015497,19813
E01015498,24728
E01015499,30300
E01015500,24129
E01015501,27560
E01015502,11198
E01015503,7824
E01015504,27007
E01015505,15820
E01015506,3701
E01015507,806
E01015508,2544
E01015509,13957
E01015510,8370
E01015511,11002
E01015512,31984
E01015513,21273
E01015514,25400
E01015515,31146
E01015516,12816
E01015517,25841
E01015518,32052
E01015519,15758
E01015520,22303
E01015521,31071
E01015522,23164
E01015523,27822
E01015524,21886
E01015525,28268
E01015526,23075
E01015527,8798
E01015528,5402
E01015529,13343
E01015530,8186
E01015532,15508
E01015533,29771
E01015534,24688
E01015535,26827
E01015536,27209
E01015537,4460
E01015538,2757
E01015539,5594
E01015540,3612
E01015541,2722
E01015542,2794
E01015543,5975
E01015544,1382
E01015545,982
E01015546,701
E01015547,30120
E01015548,26744
E01015549,23489
E01015550,22121
E01015551,24693
E01015552,20271
E01015553,18469
E01015554,16290
E01015555,13780
E01015556,24045
E01015557,25154
E01015558,2783
E01015559,17968
E01015560,21772
E01015561,24720
E01015562,23663
E01015563,32290
E01015564,29589
E01015565,23460
E01015566,28997
E01015567,19896
E01015568,18281
E01015569,6838
E01015570,4442
E01015571,14237
E01015572,3022
E01015573,3016
E01015574,18024
E01015575,1670
E01015576,20619
E01015578,10811
E01015579,18389
E01015580,9606
E01015581,21884
E01015582,19792
E01015583,23746
E01015584,23285
E01015585,20954
E01015586,26764
E01015587,16354
E01015588,21504
E01015589,23577
E01015590,21180
E01015591,10640
E01015592,5012
E01015593,1723
E01015594,4693
E01015595,4016
E01015596,3182
E01015597,2868
E01015598,22581
E01015599,4770
E01015600,3236
E01015601,4165
E01015602,3559
E01015603,3279
E01015604,3427
E01015605,5793
E01015606,10037
E01015607,1666
E01015608,3412
E01015609,1252
E01015610,3983
E01015611,3813
E01015612,4188
E01015613,10665
E01015614,10133
E01015615,5971
E01015616,3000
E01015617,15328
E01015618,7796
E01015619,9218
E01015620,17358
E01015621,10977
E01015622,11318
E01015623,11992
E01015624,8426
E01015626,24402
E01015627,19747
E01015628,22215
E01015629,28032
E01015630,10175
E01015631,26613
E01015632,5273
E01015633,3356
E01015634,5195
E01015635,28507
E01015636,20316
E01015637,1519
E01015638,9121
E01015639,1771
E01015640,5431
E01015641,4432
E01015642,2381
E01015643,6528
E01015644,18165
E01015645,23476
E01015646,24753
E01015647,1182
E01015648,26888
E01015650,25362
E01015651,16502
E01015652,8870
E01015653,18597
E01015654,4920
E01015655,14158
E01015656,3662
E01015657,4155
E01015658,803
E01015659,18987
E01015660,4719
E01015661,2494
E01015662,6172
E01015663,1787
E01015664,1817
E01015665,10541
E01015666,5338
E01015667,9290
E01015668,6374
E01015669,12273
E01015670,15412
E01015671,18904
E01015672,18658
E01015673,3634
E01015674,8532
E01015675,14561
E01015676,11658
E01015677,6235
E01015678,22427
E01015679,18599
E01015680,3847
E01015681,28676
E01015682,23672
E01015683,22471
E01015684,26654
E01015685,23725
E01015686,22157
E01015687,24403
E01015688,17501
E01015689,25202
E01015690,25433
E01015691,18056
E01015692,10888
E01015693,24148
E01015694,21408
E01015695,23109
E01015696,24791
E01015697,29531
E01015698,4875
E01015699,3948
E01015700,14025
E01015701,8677
E01015702,7059
E01015703,5367
E01015704,5921
E01015705,5969
E01015706,25975
E01015707,25426
E01015708,27722
E01015709,22076
E01015710,26387
E01015711,11723
E01015712,13519
E01015713,8849
E01015714,16101
E01015715,7842
E01015716,5375
E01015717,14701
E01015718,15880
E01015719,19786
E01015720,4270
E01015721,16995
E01015722,12528
E01015723,14498
E01015724,12317
E01015725,6034
E01015726,3746
E01015727,5952
E01015728,10078
E01015729,3445
E01015730,8836
E01015731,9701
E01015732,2931
E01015733,5841
E01015734,12702
E01015735,5074
E01015736,2799
E01015737,8417
E01015738,5322
E01015739,16399
E01015740,16886
E01015741,4867
E01015742,14284
E01015743,4541
E01015744,7410
E01015745,22408
E01015746,14605
E01015747,24775
E01015748,14338
E01015749,3830
E01015750,14290
E01015751,10766
E01015752,12063
E01015753,15133
E01015754,4484
E01015755,12606
E01015756,12778
E01015757,6651
E01015758,6376
E01015759,4921
E01015760,4364
E01015761,9191
E01015762,15585
E01015763,14371
E01015764,20074
E01015765,8308
E01015766,18952
E01015767,15327
E01015768,16415
E01015769,10647
E01015770,21572
E01015771,1349
E01015772,3873
E01015773,4087
E01015774,5456
E01015775,16314
E01015776,10646
E01015777,16041
E01015778,19000
E01015779,4842
E01015780,18123
E01015781,9604
E01015782,13868
E01015783,8055
E01015784,11186
E01015785,10798
E01015786,13239
E01015787,6131
E01015788,6913
E01015789,2849
E01015790,16703
E01015791,5632
E01015792,11326
E01015793,14794
E01015794,3663
E01015795,6967
E01015796,10088
E01015797,25431
E01015798,11309
E01015799,23727
E01015800,19393
E01015801,8404
E01015802,4546
E01015803,22043
E01015804,12043
E01015805,23304
E01015806,26244
E01015807,7442
E01015808,22166
E01015809,27083
E01015810,12972
E01015811,28509
E01015812,22906
E01015813,7209
E01015814,19102
E01015815,29149
E01015816,19367
E01015817,27239
E01015818,17467
E01015819,11425
E01015820,4068
E01015821,20310
E01015822,26940
E01015823,25515
E01015824,3889
E01015825,10889
E01015826,24213
E01015827,21641
E01015828,4255
E01015829,24947
E01015830,31888
E01015831,13588
E01015832,15746
E01015833,28336
E01015834,25469
E01015835,14162
E01015836,26373
E01015837,21225
E01015838,29089
E01015839,8628
E01015840,4052
E01015841,1306
E01015842,136
E01015843,9640
E01015844,4017
E01015845,28162
E01015846,30087
E01015847,23770
E01015848,22268
E01015849,21450
E01015850,30358
E01015851,5964
E01015852,851
E01015853,11692
E01015854,8011
E01015855,6266
E01015856,9365
E01015857,29170
E01015858,29267
E01015859,14909
E01015860,22054
E01015861,4185
E01015862,10069
E01015863,18811
E01015864,20345
E01015865,15188
E01015866,20922
E01015867,2991
E01015868,8729
E01015869,9482
E01015870,15303
E01015871,13126
E01015872,13424
E01015873,12586
E01015874,16331
E01015875,3734
E01015876,24056
E01015877,8613
E01015878,21090
E01015879,5498
E01015880,2102
E01015881,19853
E01015882,7878
E01015883,30994
E01015884,11622
E01015885,32226
E01015886,866
E01015887,2789
E01015888,13765
