LSOA code,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived)
E01009413,2679
E01009414,3492
E01009415,29422
E01009416,28041
E01009417,21433
E01009418,15161
E01009419,16545
E01009420,26460
E01009421,31008
E01009422,27741
E01009423,10309
E01009424,19994
E01009425,23012
E01009426,31270
E01009427,20503
E01009428,31699
E01009429,31954
E01009430,26877
E01009431,30121
E01009432,13743
E01009433,29541
E01009434,24667
E01009435,27998
E01009436,30980
E01009437,25906
E01009438,27173
E01009439,22230
E01009440,24961
E01009441,6654
E01009442,19749
E01009443,18575
E01009444,30549
E01009445,2707
E01009446,19199
E01009447,15571
E01009448,5237
E01009449,11470
E01009450,19383
E01009451,14427
E01009452,19831
E01009453,21990
E01009454,23475
E01009455,6184
E01009456,24427
E01009457,29150
E01009458,8703
E01009459,23803
E01009460,10839
E01009461,29456
E01009462,13538
E01009463,26731
E01009464,25355
E01009465,24603
E01009466,24746
E01009467,18831
E01009468,24889
E01009469,24649
E01009470,30149
E01009471,19840
E01009472,23610
E01009473,15847
E01009474,20154
E01009475,1059
E01009476,1136
E01009477,1502
E01009478,1221
E01009479,1585
E01009480,2138
E01009481,3762
E01009482,1150
E01009483,1242
E01009484,467
E01009485,1672
E01009486,1407
E01009487,4079
E01009488,512
E01009489,1967
E01009490,1965
E01009491,1191
E01009492,1475
E01009493,975
E01009494,1123
E01009495,1909
E01009496,15744
E01009497,11653
E01009498,1015
E01009499,3761
E01009500,586
E01009501,2256
E01009502,2295
E01009503,2125
E01009504,12352
E01009505,3135
E01009506,22436
E01009507,2601
E01009508,6750
E01009509,4425
E01009510,720
E01009511,826
E01009512,2900
E01009513,2018
E01009514,432
E01009515,3882
E01009516,4230
E01009517,2964
E01009518,10244
E01009519,13299
E01009520,15727
E01009521,13503
E01009522,11101
E01009523,17853
E01009524,8491
E01009525,17711
E01009526,21338
E01009527,14355
E01009528,26047
E01009529,18418
E01009530,22569
E01009531,17157
E01009532,21614
E01009535,24590
E01009536,28235
E01009537,7595
E01009538,7630
E01009539,427
E01009540,1832
E01009541,3474
E01009542,1274
E01009543,29448
E01009544,10574
E01009548,17694
E01009549,29539
E01009550,22861
E01009552,11801
E01009553,9434
E01009554,22094
E01009555,25389
E01009556,16552
E01009557,27977
E01009558,19914
E01009559,24515
E01009560,31124
E01009561,14579
E01009562,22715
E01009563,32380
E01009564,2161
E01009565,6690
E01009566,3806
E01009567,2041
E01009568,6607
E01009569,2997
E01009570,3127
E01009571,1530
E01009572,3194
E01009573,3335
E01009574,1511
E01009575,4964
E01009576,11523
E01009577,242
E01009578,23486
E01009579,1698
E01009580,13882
E01009581,2588
E01009582,15683
E01009583,13715
E01009584,5724
E01009585,464
E01009586,18633
E01009587,6309
E01009588,4340
E01009589,7678
E01009590,14281
E01009591,15062
E01009592,5218
E01009593,13904
E01009594,16631
E01009596,6837
E01009597,9389
E01009598,16295
E01009599,7451
E01009604,7944
E01009605,2343
E01009606,10746
E01009607,398
E01009608,6538
E01009609,6183
E01009610,3362
E01009611,4380
E01009612,2223
E01009613,19726
E01009614,20019
E01009615,15734
E01009616,14416
E01009617,15301
E01009618,19533
E01009619,11990
E01009620,12370
E01009621,8391
E01009622,2981
E01009623,4223
E01009624,9150
E01009625,11022
E01009626,9688
E01009627,6071
E01009628,12545
E01009629,9385
E01009630,6004
E01009631,2128
E01009632,4074
E01009633,10873
E01009634,15430
E01009635,10491
E01009636,8460
E01009637,3103
E01009638,232
E01009639,5107
E01009640,2911
E01009641,8217
E01009642,13010
E01009643,22424
E01009644,23564
E01009645,19604
E01009646,21619
E01009647,16141
E01009648,20269
E01009649,23667
E01009650,7472
E01009651,1975
E01009652,22378
E01009653,22330
E01009654,13818
E01009655,8708
E01009656,6685
E01009657,16783
E01009658,11612
E01009659,3463
E01009660,11633
E01009661,6767
E01009662,6251
E01009663,13879
E01009664,8028
E01009665,29510
E01009666,30010
E01009667,28729
E01009668,25579
E01009669,24466
E01009670,30189
E01009671,23686
E01009672,30935
E01009674,7990
E01009676,18453
E01009679,4828
E01009681,17212
E01009682,21014
E01009683,10409
E01009684,5677
E01009685,17028
E01009686,25039
E01009687,23933
E01009688,13579
E01009689,14593
E01009690,16580
E01009691,16782
E01009692,26507
E01009693,22825
E01009694,29755
E01009695,27164
E01009696,29040
E01009697,25271
E01009698,29698
E01009699,19226
E01009700,1153
E01009701,7297
E01009702,3195
E01009703,16198
E01009704,30585
E01009705,31142
E01009706,26619
E01009707,23713
E01009708,22042
E01009709,94
E01009710,16972
E01009711,13184
E01009712,13220
E01009713,14810
E01009714,16464
E01009715,12920
E01009716,15380
E01009717,21484
E01009718,1718
E01009719,15243
E01009720,29752
E01009721,13372
E01009722,22637
E01009723,30469
E01009724,29512
E01009725,3796
E01009726,20529
E01009727,26561
E01009728,23811
E01009729,12798
E01009730,23705
E01009731,15718
E01009732,7401
E01009733,1640
E01009734,12547
E01009735,29217
E01009736,24519
E01009737,20776
E01009738,12919
E01009739,12429
E01009740,5336
E01009741,3386
E01009742,5145
E01009743,2894
E01009744,3875
E01009745,14968
E01009746,3070
E01009747,4150
E01009748,2405
E01009749,15383
E01009750,8139
E01009751,4094
E01009752,2378
E01009753,3146
E01009754,5541
E01009756,2448
E01009757,5077
E01009758,2782
E01009759,16169
E01009760,7347
E01009762,711
E01009763,7408
E01009764,15760
E01009765,14277
E01009766,12792
E01009767,11115
E01009768,6775
E01009769,1656
E01009770,9406
E01009771,21898
E01009772,7585
E01009773,7978
E01009774,15623
E01009775,8099
E01009776,17146
E01009777,6724
E01009778,16980
E01009779,12115
E01009780,30064
E01009781,9825
E01009782,5587
E01009783,5960
E01009784,30301
E01009785,25166
E01009786,3744
E01009787,27542
E01009788,4024
E01009789,20678
E01009790,5082
E01009791,16166
E01009792,8257
E01009793,22927
E01009794,26017
E01009795,6439
E01009796,13543
E01009797,16123
E01009798,15932
E01009799,28387
E01009800,24351
E01009801,29439
E01009802,14678
E01009803,31552
E01009804,27220
E01009805,22046
E01009806,24826
E01009807,31415
E01009808,30271
E01009809,4036
E01009810,21376
E01009811,21526
E01009812,25652
E01009813,10136
E01009814,27124
E01009815,31091
E01009816,27005
E01009817,26596
E01009818,15401
E01009819,22782
E01009820,19795
E01009821,30423
E01009822,21287
E01009823,26149
E01009824,10198
E01009825,13000
E01009826,29498
E01009827,30791
E01009828,17314
E01009829,27151
E01009830,28238
E01009831,6228
E01009832,5630
E01009833,3509
E01009834,7306
E01009835,9113
E01009836,1486
E01009837,6169
E01009838,8999
E01009839,3226
E01009840,2980
E01009841,1784
E01009842,4191
E01009843,13347
E01009844,1607
E01009845,31487
E01009846,23225
E01009847,19014
E01009848,17668
E01009849,10902
E01009850,25417
E01009851,25721
E01009852,30750
E01009853,30178
E01009854,30061
E01009855,31170
E01009856,9524
E01009857,8815
E01009858,19259
E01009859,32000
E01009860,26369
E01009861,10664
E01009862,9507
E01009863,12951
E01009864,8760
E01009865,6126
E01009866,12330
E01009867,9572
E01009868,11567
E01009869,16757
E01009870,19791
E01009871,10867
E01009872,4077
E01009873,11287
E01009874,4456
E01009875,7253
E01009876,9128
E01009877,2860
E01009878,17136
E01009879,10642
E01009880,20931
E01009881,1010
E01009882,12477
E01009883,5913
E01009884,7943
E01009885,3903
E01009886,2079
E01009887,6217
E01009888,13177
E01009889,2385
E01009890,4122
E01009891,3534
E01009892,635
E01009893,1793
E01009894,9430
E01009895,13831
E01009896,24625
E01009897,30422
E01009898,24478
E01009899,29002
E01009900,29159
E01009901,24968
E01009902,29764
E01009903,31652
E01009904,25821
E01009905,14951
E01009906,5492
E01009907,12643
E01009908,24680
E01009909,16179
E01009910,8902
E01009911,22572
E01009912,28604
E01009913,12756
E01009914,29485
E01009915,22245
E01009916,15476
E01009917,25055
E01009918,7751
E01009919,25511
E01009920,23889
E01009921,10721
E01009922,9488
E01009923,13564
E01009924,16905
E01009925,16714
E01009926,17042
E01009927,10435
E01009928,8946
E01009929,3476
E01009930,5557
E01009931,18249
E01009932,3858
E01009933,6327
E01009934,4450
E01009935,2520
E01009936,15407
E01009937,5110
E01009938,7503
E01009939,15625
E01009940,5888
E01009941,6473
E01009942,4430
E01009943,3414
E01009944,4992
E01009946,13574
E01009947,9144
E01009948,15499
E01009949,21397
E01009950,7542
E01009951,1776
E01009952,2826
E01009953,4177
E01009954,6277
E01009955,5578
E01009956,7808
E01009957,1721
E01009958,22788
E01009959,24740
E01009960,5379
E01009961,14869
E01009962,1225
E01009963,1619
E01009964,1166
E01009965,1018
E01009966,5689
E01009967,9600
E01009968,17408
E01009969,6099
E01009970,8776
E01009971,5280
E01009972,17967
E01009973,15008
E01009974,18510
E01009975,18632
E01009976,21008
E01009977,8855
E01009978,2430
E01009979,669
E01009980,5224
E01009981,3346
E01009982,4423
E01009983,3053
E01009985,2550
E01009986,5331
E01009987,1082
E01009988,3541
E01009989,6261
E01009991,5501
E01009992,5899
E01009993,2054
E01009994,3484
E01009995,6221
E01009996,1973
E01009997,5386
E01009998,5700
E01009999,6396
E01010000,12120
E01010001,4433
E01010002,11509
E01010003,2017
E01010004,3704
E01010005,8351
E01010006,11729
E01010007,8558
E01010008,11726
E01010009,10639
E01010010,6052
E01010011,19563
E01010012,16727
E01010013,19178
E01010014,13844
E01010015,11310
E01010016,6035
E01010017,3245
E01010018,9289
E01010019,3617
E01010020,7563
E01010021,3878
E01010022,15998
E01010023,13492
E01010024,19370
E01010025,4443
E01010026,12799
E01010027,19262
E01010028,6137
E01010029,268
E01010030,875
E01010031,913
E01010032,146
E01010033,1892
E01010034,22440
E01010035,17396
E01010036,6037
E01010037,2262
E01010038,5692
E01010039,3500
E01010040,8625
E01010041,3839
E01010042,6692
E01010043,17326
E01010044,5891
E01010045,5644
E01010046,4078
E01010047,5063
E01010048,7329
E01010049,6128
E01010050,7126
E01010051,6259
E01010052,3408
E01010053,2633
E01010054,829
E01010055,8497
E01010056,4234
E01010057,4446
E01010058,2810
E01010059,4865
E01010060,3012
E01010061,3910
E01010062,1394
E01010063,882
E01010064,4438
E01010065,7488
E01010066,1886
E01010067,1145
E01010068,6821
E01010069,13487
E01010070,6732
E01010071,5907
E01010072,10156
E01010073,6332
E01010074,5597
E01010075,17274
E01010076,2426
E01010077,4205
E01010078,18830
E01010079,18503
E01010080,3316
E01010081,18918
E01010082,16153
E01010083,8456
E01010084,4669
E01010085,7107
E01010086,5866
E01010087,5025
E01010088,5387
E01010089,6104
E01010090,4410
E01010091,4903
E01010092,6568
E01010093,3660
E01010094,8809
E01010095,2785
E01010096,3712
E01010097,6409
E01010098,2696
E01010099,7484
E01010100,9976
E01010101,3985
E01010102,2982
E01010103,3466
E01010104,5359
E01010105,8470
E01010106,3343
E01010107,366
E01010108,29660
E01010109,15613
E01010110,14509
E01010111,1845
E01010112,9008
E01010113,9401
E01010114,18184
E01010115,16306
E01010116,27090
E01010117,26583
E01010118,16194
E01010119,26034
E01010120,10097
E01010121,21688
E01010122,23399
E01010123,19490
E01010124,22920
E01010125,1115
E01010126,2194
E01010127,6648
E01010128,3521
E01010129,1627
E01010130,1369
E01010131,1651
E01010132,18496
E01010133,18569
E01010134,24105
E01010135,15310
E01010136,22154
E01010137,7682
E01010138,20682
E01010139,7404
E01010140,2504
E01010141,1905
E01010142,564
E01010143,1988
E01010144,9242
E01010145,11089
E01010146,4429
E01010147,1581
E01010148,2195
E01010149,9466
E01010150,32804
E01010151,23769
E01010152,32417
E01010153,30583
E01010154,29372
E01010155,32690
E01010156,32404
E01010157,18207
E01010158,4137
E01010159,12518
E01010160,14828
E01010161,23180
E01010162,19995
E01010163,22789
E01010164,23186
E01010165,17405
E01010166,30687
E01010167,13548
E01010168,28065
E01010169,32334
E01010170,32677
E01010171,27115
E01010172,31819
E01010173,32435
E01010174,18471
E01010175,28953
E01010176,31232
E01010177,18625
E01010178,7210
E01010179,25161
E01010180,29493
E01010181,31674
E01010183,27106
E01010184,18992
E01010185,32411
E01010186,31842
E01010187,32282
E01010188,32626
E01010189,31506
E01010190,31223
E01010191,30597
E01010192,26307
E01010193,32218
E01010194,31222
E01010195,31535
E01010196,31877
E01010197,31577
E01010198,31990
E01010199,31563
E01010200,17736
E01010201,26707
E01010202,31299
E01010203,24003
E01010204,4597
E01010205,32361
E01010206,25471
E01010207,30730
E01010208,25713
E01010209,21231
E01010210,29365
E01010211,13324
E01010212,32487
E01010213,13832
E01010214,32528
E01010215,28415
E01010216,30898
E01010217,31068
E01010218,9348
E01010219,18593
E01010220,26438
E01010221,16847
E01010222,25961
E01010223,15217
E01010225,26038
E01010226,24570
E01010227,29489
E01010228,20698
E01010229,31592
E01010230,15234
E01010231,31638
E01010232,17268
E01010233,17678
E01010234,1635
E01010235,2403
E01010236,3609
E01010237,7805
E01010238,1711
E01010239,3185
E01010240,3577
E01010241,26693
E01010242,6056
E01010243,22884
E01010244,5155
E01010245,28144
E01010246,21411
E01010247,19112
E01010248,28403
E01010249,8270
E01010250,13605
E01010251,28975
E01010252,12212
E01010253,9269
E01010254,10149
E01010255,24613
E01010256,14204
E01010257,29154
E01010258,4559
E01010259,10500
E01010260,4261
E01010261,3630
E01010262,7355
E01010263,4291
E01010264,3594
E01010265,4142
E01010266,3178
E01010267,15089
E01010268,3740
E01010269,2024
E01010270,4534
E01010271,2002
E01010272,1546
E01010273,1565
E01010274,1392
E01010275,2263
E01010277,2939
E01010279,3675
E01010282,1244
E01010283,1949
E01010284,4001
E01010285,15138
E01010286,1756
E01010287,5423
E01010288,2204
E01010289,654
E01010290,7513
E01010291,1664
E01010292,2727
E01010293,4439
E01010294,2333
E01010295,1263
E01010296,29054
E01010297,29876
E01010298,8565
E01010299,3133
E01010300,2220
E01010301,4758
E01010302,5515
E01010303,12348
E01010304,12613
E01010305,5330
E01010306,15009
E01010307,24816
E01010308,2311
E01010309,4652
E01010310,3916
E01010311,2410
E01010312,4680
E01010313,5634
E01010314,4136
E01010315,5920
E01010316,1304
E01010317,20253
E01010318,2583
E01010319,27691
E01010320,6867
E01010321,6360
E01010322,9222
E01010323,9377
E01010324,8838
E01010325,11750
E01010326,16719
E01010327,7487
E01010328,28287
E01010329,24498
E01010330,9727
E01010331,27961
E01010332,27237
E01010333,23670
E01010334,27073
E01010335,3599
E01010336,6566
E01010337,12426
E01010338,6486
E01010339,15191
E01010340,2773
E01010341,5636
E01010342,2308
E01010343,3544
E01010344,3959
E01010345,21645
E01010346,26153
E01010347,5548
E01010348,15452
E01010349,9305
E01010350,19134
E01010351,15032
E01010352,22632
E01010353,10134
E01010354,13207
E01010355,20630
E01010356,21789
E01010357,25910
E01010358,16910
E01010359,17526
E01010360,20708
E01010361,9291
E01010362,3606
E01010363,2740
E01010364,1573
E01010365,2652
E01010366,2240
E01010367,2277
E01010368,820
E01010369,1774
E01010370,3062
E01010371,1053
E01010372,3042
E01010373,21616
E01010374,2390
E01010375,2663
E01010376,16918
E01010377,10003
E01010378,15292
E01010379,19936
E01010380,14663
E01010381,5698
E01010382,8016
E01010383,3095
E01010384,29122
E01010385,31710
E01010386,31030
E01010387,29586
E01010388,31543
E01010389,22845
E01010390,29077
E01010391,29290
E01010392,29594
E01010393,11785
E01010394,18542
E01010395,25954
E01010396,6780
E01010397,4018
E01010398,26186
E01010399,14854
E01010400,2749
E01010401,3054
E01010402,11278
E01010403,4974
E01010404,3237
E01010405,5318
E01010406,4067
E01010407,5972
E01010408,2816
E01010409,6084
E01010410,3038
E01010411,9209
E01010412,5297
E01010413,2207
E01010414,1121
E01010415,3251
E01010416,581
E01010417,3656
E01010418,14390
E01010419,6045
E01010420,4391
E01010421,1999
E01010422,7137
E01010423,1931
E01010424,10390
E01010425,6975
E01010426,9876
E01010427,10738
E01010428,4856
E01010429,5494
E01010430,3409
E01010431,17142
E01010432,13850
E01010433,2833
E01010434,9441
E01010435,2007
E01010436,21011
E01010437,26125
E01010438,18096
E01010439,4801
E01010440,2910
E01010441,3775
E01010442,3505
E01010443,1525
E01010444,7121
E01010445,1109
E01010446,4942
E01010447,5293
E01010448,3332
E01010449,5726
E01010450,1422
E01010451,8476
E01010452,4604
E01010453,4027
E01010454,4913
E01010455,3151
E01010456,340
E01010457,11943
E01010458,6602
E01010459,10350
E01010460,13935
E01010461,22394
E01010462,2179
E01010463,2515
E01010464,1257
E01010465,5211
E01010466,2280
E01010467,12651
E01010468,12274
E01010469,16835
E01010470,3730
E01010471,2719
E01010472,4900
E01010473,2589
E01010474,5040
E01010475,14782
E01010476,4283
E01010477,5298
E01010478,1971
E01010479,5537
E01010480,10398
E01010481,3401
E01010482,3143
E01010483,1027
E01010484,2176
E01010485,2159
E01010486,1724
E01010487,24754
E01010488,12541
E01010489,10415
E01010490,1854
E01010491,9164
E01010492,25106
E01010493,22605
E01010494,27320
E01010495,8084
E01010496,7084
E01010497,27710
E01010498,21564
E01010499,13587
E01010500,4046
E01010501,9035
E01010502,18229
E01010503,3879
E01010504,23519
E01010505,22550
E01010506,4216
E01010507,23002
E01010508,3581
E01010509,8093
E01010510,10234
E01010511,3685
E01010512,8627
E01010513,16172
E01010514,23833
E01010515,26085
E01010516,23696
E01010517,12454
E01010518,20622
E01010519,14431
E01010520,25117
E01010521,6373
E01010522,3468
E01010523,7867
E01010524,3068
E01010525,4111
E01010526,5103
E01010527,2339
E01010528,7638
E01010529,3502
E01010530,2880
E01010531,5761
E01010532,3097
E01010533,6698
E01010534,17399
E01010535,4908
E01010536,19423
E01010537,22191
E01010538,8786
E01010539,16259
E01010540,23843
E01010541,2797
E01010542,16865
E01010543,3517
E01010544,22644
E01010545,20643
E01010546,22236
E01010547,26646
E01010548,13653
E01010549,17162
E01010550,29582
E01010551,22002
E01010552,15737
E01010553,21804
E01010554,14259
E01010555,3457
E01010556,9949
E01010557,19233
E01010558,13108
E01010559,4925
E01010560,5616
E01010561,22879
E01010562,4569
E01010563,5308
E01010564,4864
E01010565,24617
E01010566,9933
E01010567,4977
E01010568,23447
E01010569,5775
E01010570,29423
E01010571,6829
E01010572,22844
E01010573,23097
E01010574,25037
E01010575,23641
E01010576,27392
E01010577,25950
E01010578,13956
E01010579,30816
E01010580,31226
E01010581,14152
E01010582,17435
E01010583,3202
E01010584,7752
E01010585,13558
E01010586,30409
E01010587,20073
E01010588,18565
E01010589,27895
E01010590,20493
E01010591,9619
E01010592,18143
E01010593,20193
E01010594,17252
E01010595,9536
E01010596,21671
E01010597,8251
E01010598,12863
E01010599,6717
E01010600,7663
E01010601,9489
E01010602,9538
E01010603,11724
E01010604,14727
E01010605,3184
E01010606,595
E01010607,1781
E01010608,1815
E01010609,1740
E01010610,659
E01010611,2893
E01010612,81
E01010613,1043
E01010614,1704
E01010615,5255
E01010616,2739
E01010617,240
E01010618,1653
E01010619,5265
E01010620,1227
E01010621,3652
E01010622,1753
E01010623,442
E01010624,1515
E01010625,1481
E01010626,1846
E01010627,2045
E01010628,5042
E01010629,6935
E01010630,5481
E01010631,1614
E01010632,1098
E01010633,11771
E01010634,16550
E01010635,498
E01010636,16884
E01010637,9989
E01010638,19901
E01010639,19142
E01010640,15247
E01010641,20172
E01010642,27932
E01010643,19334
E01010644,18379
E01010645,26197
E01010646,29901
E01010647,22949
E01010648,30451
E01010649,4608
E01010650,1951
E01010651,13389
E01010652,9628
E01010653,1518
E01010654,1052
E01010655,1156
E01010656,10667
E01010657,8453
E01010658,4493
E01010659,741
E01010662,8069
E01010663,679
E01010664,9930
E01010665,6496
E01010666,151
E01010667,3028
E01010668,15976
E01010669,7022
E01010670,7526
E01010671,9153
E01010672,20973
E01010673,3566
E01010674,3035
E01010675,8500
E01010676,2066
E01010677,3305
E01010678,12642
E01010679,228
E01010680,1393
E01010681,29385
E01010682,3292
E01010683,23940
E01010684,18316
E01010685,13944
E01010686,19542
E01010687,27716
E01010688,12121
E01010689,13622
E01010690,17051
E01010691,31769
E01010692,28120
E01010693,31946
E01010694,30606
E01010695,25647
E01010696,30401
E01010697,31942
E01010698,24118
E01010699,14424
E01010700,2306
E01010701,1472
E01010702,2598
E01010703,6914
E01010704,8547
E01010705,17236
E01010706,26741
E01010707,24599
E01010708,11897
E01010709,23189
E01010710,125
E01010711,85
E01010712,2808
E01010713,1174
E01010714,4952
E01010715,4201
E01010716,3987
E01010717,5085
E01010718,1790
E01010719,2858
E01010720,1531
E01010721,758
E01010722,2233
E01010723,1324
E01010724,3161
E01010725,6500
E01010726,22296
E01010727,9813
E01010728,3650
E01010729,14379
E01010730,75
E01010731,2208
E01010732,1728
E01010733,647
E01010734,2021
E01010735,302
E01010736,2289
E01010737,328
E01010738,3872
E01010739,418
E01010740,5083
E01010741,9746
E01010742,1730
E01010743,1193
E01010744,1507
E01010745,2508
E01010746,12605
E01010747,6375
E01010748,1545
E01010749,3799
E01010750,11599
E01010751,7722
E01010752,6179
E01010753,20132
E01010754,15713
E01010755,1871
E01010756,11597
E01010758,25004
E01010759,5854
E01010760,21506
E01010761,7891
E01010762,7634
E01010763,7743
E01010764,27838
E01010765,18003
E01010766,32445
E01010767,22388
E01010768,32103
E01010769,26788
E01010770,30751
E01010771,31937
E01010772,30998
E01010773,30840
E01010774,29347
E01010775,20451
E01010776,4506
E01010777,363
E01010778,4807
E01010779,4351
E01010781,7398
E01010782,1647
E01010783,11376
E01010784,8175
E01010785,19785
E01010786,17258
E01010787,18864
E01010788,14992
E01010789,6934
E01010790,23912
E01010791,8078
E01010792,3908
E01010793,6952
E01010794,7713
E01010795,11166
E01010796,5816
E01010797,18284
E01010798,9927
E01010799,5697
E01010800,314
E01010801,8207
E01010802,2637
E01010803,1465
E01010804,5489
E01010805,6337
E01010806,4339
E01010807,2400
E01010808,2721
E01010809,2328
E01010810,7215
E01010811,2752
E01010812,1307
E01010813,1186
E01010814,2956
E01010815,5105
E01010816,16635
E01010817,3055
E01010818,15685
E01010819,83
E01010820,171
E01010821,1340
E01010822,350
E01010824,768
E01010825,9028
E01010826,805
E01010827,6642
E01010828,2952
E01010829,2499
E01010830,1716
E01010831,2069
E01010832,2728
E01010833,1729
E01010834,7117
E01010835,7079
E01010836,5985
E01010837,3336
E01010838,1650
E01010839,1495
E01010840,726
E01010841,878
E01010842,643
E01010843,738
E01010845,1088
E01010846,7793
E01010847,8624
E01010848,9366
E01010849,12024
E01010850,357
E01010851,9787
E01010852,4806
E01010853,12093
E01010854,12588
E01010855,13036
E01010856,9677
E01010857,15021
E01010858,20896
E01010859,22736
E01010860,22022
E01010861,24344
E01010862,23732
E01010863,25369
E01010864,4756
E01010865,11215
E01010866,11551
E01010867,8448
E01010868,1391
E01010869,5476
E01010870,16340
E01010871,5356
E01010872,1533
E01010873,16321
E01010874,2337
E01010875,29263
E01010876,22283
E01010877,9102
E01010878,9946
E01010879,20304
E01010880,2811
E01010881,19934
E01010882,16396
E01010883,17979
E01010884,10349
E01010885,17892
E01010886,11907
E01010887,20477
E01010888,14403
E01010889,4089
E01010890,11126
E01010891,4601
E01010892,22541
E01010893,9901
E01010894,3768
E01010895,6587
E01010896,22643
E01010897,20055
E01010898,11216
E01010899,22163
E01010900,28998
E01010901,20663
E01010902,10575
E01010903,16225
E01010904,26081
E01010905,22413
E01010906,30314
E01010907,23118
E01010908,18619
E01010909,18262
E01010910,5813
E01010911,18524
E01010912,6079
E01010913,23135
E01010914,8827
E01010915,18947
E01010916,3337
E01010917,20190
E01010918,19301
E01010919,9457
E01010920,18342
E01010921,12319
E01010922,16896
E01010923,12584
E01010924,1284
E01010925,2112
E01010926,494
E01010927,16996
E01010928,2321
E01010929,4571
E01010930,4010
E01010931,20572
E01010932,19002
E01010933,17184
E01010934,13457
E01010935,24681
E01010936,29948
E01010937,23397
E01010938,1039
E01010939,16387
E01010940,4725
E01010941,1467
E01010942,3504
E01010943,977
E01010944,1078
E01010945,15081
E01010946,32486
E01010947,30601
E01010948,15643
E01010949,7439
E01010950,6614
E01010951,12858
E01010952,19816
E01010953,27945
E01010954,27381
E01010955,19324
E01010956,17395
E01010957,17422
E01010958,2586
E01010959,8106
E01010960,1095
E01010961,3514
E01010964,212
E01010965,550
E01010966,1425
E01010967,1623
E01010968,21244
E01010969,18647
E01010970,14330
E01010971,24186
E01010972,20348
E01010973,24438
E01010974,5329
E01010975,18131
E01010976,20701
E01010977,22656
E01010978,11174
E01010979,5666
E01010980,7825
E01010981,7776
E01010982,10598
E01010983,5312
E01010984,9682
E01010985,10308
E01010986,6582
E01010987,9176
E01010988,4269
E01010989,11007
E01010990,14164
E01010991,15794
E01010992,12751
E01010993,5454
E01010994,1974
E01010995,1094
E01010996,3080
E01010997,22629
E01010998,7420
E01010999,19208
E01011000,5049
E01011001,2359
E01011002,5309
E01011003,1414
E01011004,1757
E01011005,19194
E01011006,14114
E01011007,15682
E01011008,10954
E01011009,14881
E01011010,4447
E01011011,28258
E01011012,16888
E01011013,20042
E01011014,6471
E01011015,3300
E01011016,5497
E01011017,4899
E01011018,6508
E01011019,12774
E01011020,5771
E01011021,22501
E01011022,15266
E01011023,7873
E01011024,5523
E01011025,2316
E01011026,13179
E01011027,6205
E01011028,6030
E01011029,1146
E01011030,3258
E01011031,12765
E01011032,2617
E01011033,9227
E01011034,3803
E01011035,7280
E01011036,2661
E01011037,7997
E01011038,1091
E01011039,9130
E01011040,6109
E01011041,4005
E01011042,19500
E01011043,5947
E01011044,11700
E01011045,1926
E01011046,26951
E01011047,24752
E01011048,7275
E01011049,9379
E01011050,22624
E01011051,22924
E01011052,10294
E01011053,19462
E01011054,22864
E01011055,21568
E01011056,25255
E01011057,18920
E01011058,15268
E01011059,1720
E01011060,6283
E01011061,4528
E01011062,17666
E01011063,14676
E01011064,6696
E01011065,13276
E01011066,26112
E01011067,19803
E01011068,19366
E01011069,19870
E01011070,18464
E01011071,17762
E01011072,20007
E01011073,10245
E01011074,17393
E01011075,11667
E01011076,17105
E01011077,12793
E01011078,15691
E01011079,3970
E01011080,3006
E01011081,1917
E01011082,2953
E01011083,16748
E01011084,2319
E01011085,7391
E01011086,27084
E01011087,9645
E01011088,30789
E01011089,14688
E01011090,9014
E01011091,25308
E01011092,26289
E01011093,1717
E01011094,1210
E01011095,15762
E01011096,13525
E01011097,7956
E01011098,9283
E01011099,13229
E01011100,7279
E01011101,2062
E01011102,21724
E01011103,5034
E01011104,4891
E01011105,6758
E01011106,910
E01011107,2928
E01011108,16094
E01011109,26106
E01011110,18858
E01011111,23142
E01011112,22402
E01011113,29963
E01011114,12339
E01011115,24964
E01011116,27969
E01011117,27360
E01011118,27503
E01011119,21716
E01011120,31556
E01011121,4489
E01011122,1523
E01011123,5937
E01011124,15769
E01011125,7281
E01011126,3368
E01011127,17502
E01011128,5941
E01011129,12591
E01011130,1438
E01011132,31594
E01011133,3222
E01011134,2358
E01011136,5262
E01011137,5477
E01011138,914
E01011139,5942
E01011140,661
E01011141,5865
E01011142,19185
E01011143,2962
E01011144,2154
E01011145,21077
E01011146,26412
E01011147,14180
E01011148,1366
E01011149,4243
E01011150,12403
E01011151,25902
E01011152,19864
E01011153,9762
E01011154,9774
E01011155,19476
E01011156,17159
E01011157,6516
E01011158,12533
E01011159,22184
E01011160,26725
E01011161,15263
E01011162,21007
E01011163,3102
E01011164,15309
E01011165,10170
E01011166,5588
E01011167,3354
E01011168,27056
E01011169,25267
E01011170,25724
E01011171,24736
E01011172,9139
E01011173,30278
E01011174,24967
E01011175,7955
E01011176,22765
E01011177,26876
E01011178,15869
E01011179,29565
E01011180,27915
E01011181,23827
E01011182,17049
E01011183,24700
E01011184,12946
E01011185,24399
E01011186,26563
E01011187,23025
E01011188,19850
E01011189,28681
E01011190,29905
E01011191,24759
E01011192,12230
E01011193,22931
E01011194,28853
E01011195,24335
E01011196,31288
E01011197,14029
E01011198,30498
E01011199,27366
E01011200,24391
E01011201,12926
E01011202,13855
